email_subject,email_open_user_count,sent_user_count,open_rate
Shop Black & Grey Denim! Upto 80% Off!,94041,800551,11.75
"{user_first_name}, Stay at home essentials!",4019,34198,11.75
What went wrong? Why did you stop?,852,7257,11.74
The coolest Tees under 399!,88190,751138,11.74
Winter Special! Min. 40% Off,31972,272268,11.74
Coolest kurta dresses for your vacation,101919,868004,11.74
Pick Your Dress,43047,367069,11.73
"Quit Talking, Start SHARING",1277,10889,11.73
Layered Kurta for a chic look | Free shipping,82902,706662,11.73
Style the Beauty & Win A BEAUTY HAMPER!!,7466,63633,11.73
Horoscope Alert! Know Your Colour!,153965,1312034,11.73
Not everyone can SHARE,1535,13093,11.72
The best 9-5 Shirts you can find!,466834,3984008,11.72
4 Type of Dresses you must have this summer!,51315,437984,11.72
Kareena Kapoor is rocking this kurta look,115926,989071,11.72
Newbies By Kargha! Shop Now,16861,144045,11.71
⚠️+💰+👇🏻= Solve The Riddle,131491,1122655,11.71
#641 Casual Shoes at lowest prices ever!,269111,2298901,11.71
Style the Dancing Queen of Bollywood,6163,52629,11.71
Upto 85% Off! Shop Tops,36188,309406,11.7
Get All That You Need In Lowest Prices Ever!,75245,643018,11.7
Be Kind. Be Loving. Start Sharing,1239,10592,11.7
Deals To Make Your Day!,117625,1004917,11.7
Only 3 Days To Get Your Wants➡️Sale!🛍,89310,763335,11.7
New things have arrived! shop 200+ Latest styles,144588,1235388,11.7
6 types of must-have shirts!,237805,2034774,11.69
30 Classic Pieces You Should Have In Your Wardrobe In 2018!,64740,553571,11.69
With Everything New & Trendy! 💛,40027,342332,11.69
LADIES DAY OUT SPECIAL | OPEN FOR SURPRISE,71070,608614,11.68
Did You Know Your Brand Of The Day?,32611,279126,11.68
Historical Day In Indian History! 🇮🇳🏳️‍🌈,50224,429986,11.68
Under 499! All You Fashionistas Get Ready.. 💞,35666,305252,11.68
30 Stylish Asymmetric Kurtas On-Trend | FREE SHIPPING!,55915,478604,11.68
Casual shirts that are easy to wear!,47420,405959,11.68
Under 999: Must-have kurtas in your wardrobe | Free Shipping!,86988,745051,11.68
Colours That Every Girl Loves! On Guys!😉,127563,1092777,11.67
Remembering Sridevi: Her iconic style & legacy.,251884,2159091,11.67
Go Get The Happy Sale! Shop Now,13101,112277,11.67
Trend Alert: 6 types of Dresses every women needs!,151112,1295048,11.67
Stripe up your wardrobe with these kurtas! shop now,185247,1586915,11.67
Melting hot deal: Kurtas at Flat 399!,158913,1361398,11.67
Find Your LimeRoad Love💙 Shop New,112801,967541,11.66
With The Festive Season On!,140884,1208106,11.66
Under 499: Tees & vests for summer!,207375,1778907,11.66
Today's Deals are going Viral! Are you shopping?.,217301,1862924,11.66
50 Pretty Dupattas To Brighten Your Look!,264708,2269523,11.66
Bestselling shirts under 799!,205864,1765270,11.66
❤️️ Everything Red That's Made To Break Hearts ❤️️ Shop Now!,163993,1406160,11.66
Kurtas so pretty!,115923,994461,11.66
"Hi{user_first_name}, Flat 70% off on Light & Breezy Sarees",128858,1105205,11.66
"{user_first_name}, Kurta & Palazzo sets upto 80% off",7864,67495,11.65
Win over Summer Under 400🌼,36388,312220,11.65
Men in Blue!,88833,762538,11.65
The hottest offers for Sunday | Free Shipping,269657,2317302,11.64
All I want for Valentine's is...🔥🔥| Shop Red!,241977,2079645,11.64
👕+👆+ 60% = Solve The Riddle,84661,727070,11.64
The Summertime Sale is Live!,53624,460645,11.64
Irresistible Festive Wear for this season,7804,67066,11.64
"Hi{user_first_name}, kurtas at flat 50% off! Let's Shop!",5439,46740,11.64
Shop the trend! Handloom Sarees,119443,1025856,11.64
Best selling sarees at the best prices!,17156,147370,11.64
In Spring Blooms & All It's Beauty! 💐 Shop Tops!,51692,444196,11.64
The Vogue Special!,66229,569026,11.64
BUY 1 GET 2 FREE,74975,644909,11.63
This Valentine Bloom In Florals,29999,257942,11.63
Let's make the MISSION stylish,7781,66894,11.63
Everything Bright And Festive For Baisakhi!,55602,478180,11.63
Deal Of The Day!,117972,1013986,11.63
Trendy Leheriya Sarees,121872,1048865,11.62
New shirts just arrived! Under 649!,207484,1785188,11.62
Republic Of Sale! Your Cart Now at offers,26489,228219,11.61
We're so in love with the TV Ma's! Are you?,835,7192,11.61
"Hi{user_first_name}, Flash DEAL: 8 hours ONLY!",254869,2195095,11.61
4 times Shilpa Shetty rocked ethnic fusion looks!,6907,59473,11.61
Click your luck!,434377,3743531,11.6
Great Diwali Offers! Shop Away!,109893,947064,11.6
Buy your Favourite Kurtas at Flat 60% off,240202,2071265,11.6
The complete streetwear collections!,547268,4717549,11.6
Bringing newest of kurtas at 40% off,110037,948443,11.6
Stunning Tops For Valentine's Day! ❤️️.,36306,313264,11.59
Unlock your discount! You got lucky.,300231,2589669,11.59
"{user_first_name}, 1800+ casual shoes under 499!",205165,1769545,11.59
3️⃣🔜2️⃣🔜1️⃣ Countdown To MAGICAL HOURS!,3588,30984,11.58
"🌹 Happy Rose Day, Loves 🌹.",4361,37656,11.58
Hi {user_first_name} !,4333,37411,11.58
Under 599: Summer-ready kurtas | FREE SHIPPING!,165823,1431473,11.58
200+ T-shirts on lowest prices ever!! BUY NOW.,205395,1775319,11.57
Everything at a Min. 50% Off 🔥 Go Crazy!,47885,413792,11.57
Don't stop until you're proud,7491,64765,11.57
Help us style better everyday!!!,1577,13630,11.57
Shop Everything Blue!,72746,628650,11.57
"Tops, Dresses & Jumpsuits for all time!",34764,300448,11.57
On Special Demand!,35234,304586,11.57
"Tees in your favourite colours! Shop Reds, Blacks & whites!",231745,2002464,11.57
To Get The Stunning Look!,29746,257340,11.56
Statement watches to go everywhere,9068,78435,11.56
All That Denim Daze!,42088,363965,11.56
Hola! You've got Rs.1000. Yayyy!,7877,68189,11.55
Brights & Lights! Prettiest flares for you,98396,851976,11.55
All Stylish and Sexy Tops & Dresses!,31613,273782,11.55
"{user_first_name}, Stylish New Tops At 899! Shop Now",865,7486,11.55
What to do today?,1218,10543,11.55
20 New things to buy this week,168957,1463771,11.54
#252 Cotton Kurtas at Lowest Prices Ever!,231182,2003223,11.54
Ethnic trends Veere di wedding stars LOVE!,101644,880849,11.54
VALENTINE GIFT GUIDE🎁,6134,53170,11.54
"{user_first_name}, 4 types of kurtas trending right now!",6801,58937,11.54
6 types of on-trend tees!,201984,1750116,11.54
What's on everyone's lust list? | Bestselling styles!,224391,1944019,11.54
Everyone Is Buying These!,4219,36566,11.54
Treat Your Self With Kurtas By Ayan,94980,823045,11.54
FOMO! {user_first_name},67409,583994,11.54
A Modern Take On Ruffles 🌸 Shop Trend!,49343,427842,11.53
"{user_first_name}, FLAT 70% OFF on Kurtas & Sarees!",252878,2192525,11.53
Find Out What Your Bag Says About You,23681,205356,11.53
You make us want to do something everyday...,7215,62591,11.53
All new things by Punk,4484,38881,11.53
Cheers To Indian Handlooms! Jamdani Feels ✨,7346,63686,11.53
Treat Yourself! Shop Dresses,33623,291550,11.53
🌻Summer Calls Under 399! Get Ready🌼,30318,262911,11.53
150+Delicate Chikankari Kurtas!,243062,2109311,11.52
Kajol is giving us Summer Saree goals,9406,81639,11.52
"What's the deal, Wednesday? Min. 800 Off",46714,405580,11.52
"Tees, Please! 2 For 599 🍻 | FREE SHIPPING!",44077,383005,11.51
Dress In Florals! Thursday Triumph 🌸,29832,259293,11.51
Hot In Red! Valentine Edit,29668,257708,11.51
"The hottest offers on clothing, footwear & more!",221439,1923670,11.51
⚠️+💧+👇🏻= Solve The Riddle,141963,1233423,11.51
It's A Tinted Spring 💐 Shop Powder Blues!,50903,442490,11.5
Grab these stunning festive sarees!,82292,715319,11.5
💃🏻Women's Day is Coming| Treat Yourself,68247,593656,11.5
Shirts that you must own!,142212,1236744,11.5
Always Dreamt Of Going To Spain!,89754,780317,11.5
"{user_first_name}, Shine bright like a star | Shop Silk!",219210,1905351,11.5
12 Hour Deal⏱ ✨,34248,298114,11.49
Bestsellers at best prices | Free Shipping!,222616,1937350,11.49
Pull off a white shirt like Kunal Khemu,4160,36220,11.49
Maxis Under 599! You Go Girl,24053,209342,11.49
Few Hours Left ⏱,34748,302474,11.49
Bestselling Shirts At Best Prices!,152752,1329375,11.49
Style On A Budget: The Diwali Sale,94973,826347,11.49
200+ T-shirts: Buy 2 for 599 Only!,215467,1876762,11.48
Bollywood Couple goals | Get the look!,98910,861766,11.48
August is all about SHARING & CARING!!!!,1534,13365,11.48
Half We Pay For You!,3944,34397,11.47
Check shirts are trending this season.,100471,875959,11.47
Heard about the new Mom-to-Be Neha Dhupia?,854,7446,11.47
Bestsellers at best prices | Free shipping!,255807,2230505,11.47
Treasures from Rajasthan: Bandhani & Leheriya Sarees!,243566,2124205,11.47
Last Day to WIn a GOLD COIN,1081,9430,11.46
Twirl Twirl Twirl! Shop Dresses,68603,598635,11.46
LR Trusted ✔️ Fan Favourite Dresses Are Here!,4134,36089,11.46
Let's Head To The Beach 🏝 Shop Swimwear.,50413,439843,11.46
Keep it Casual! Shirts at flat 549!,231590,2021115,11.46
The coolest T-shirts! Flat 299!,237769,2074263,11.46
Get 2 t-shirt under 599 + free shipping!,74930,654135,11.45
Melting Hot Deal: Kurtas at Flat 399!,213937,1868954,11.45
Don't. Miss. This. Prices just dropped!,551430,4814612,11.45
Always Top Of The List! Our Tops Catalog 😉,102087,891408,11.45
6 types of tees to own right now!,141888,1240163,11.44
Be yourself & create your own style today,7409,64755,11.44
Twin With Your Best Friend👭,137472,1203171,11.43
Athiya Shetty's got the Groove!,6949,60784,11.43
"{user_first_name}, 40% - 60% OFF on Menswear essentials!",380247,3326479,11.43
Summer Tees Flat 350,77248,676030,11.43
Summer-ise Your Style 🌼 Get The Look!,48523,424489,11.43
400+ Cotton Kurtas at Lowest Prices Ever!,206988,1811044,11.43
Min. 300 off on EVERY. SINGLE. TEE!,252073,2207409,11.42
Summer Calls For Comfort! Cotton Dresses💮,27070,237011,11.42
Kurtas so pretty! Flat 60% off | Free Shipping,142152,1244914,11.42
Last Minute! Diwali Shopping!,415011,3634985,11.42
Your STYLE belongs in the Spotlight,1427,12497,11.42
Let Your Casual Shirts Do The Talking!,143918,1260218,11.42
Kurtas everyone's obsessing over!,361413,3163736,11.42
Girls Love These! Shop A K Fashion,33336,291977,11.42
6 types of tees to own right now!,147340,1290701,11.42
The Style Digest | Deck up like a Bollywood star!,5355,46904,11.42
Today's the day! Foil printed trends 🛍,80512,705745,11.41
"{user_first_name}, All the summer shirts - Flat 50% off!",200639,1758634,11.41
Dresses To Tops! Under 399,27999,245418,11.41
The SLASH Sale is Live! Don't Miss What's Yours.,430222,3769057,11.41
Saree takeaways! For your every mood!,81659,716252,11.4
Refresh Your Wardrobe! Floral Summer 🌼,82654,724754,11.4
Casual Shirts To Shop Under 899!,90428,793060,11.4
30+ Trendy Outfits For Spring You Should Already Own ✅.,49151,431140,11.4
Deal! Deal! Deal! Flat 300 Off On The Prettiest Tops & Dresses!,44239,387918,11.4
200+ Bestselling Shirts just for you!,215865,1895993,11.39
WHOA! Clearance Sale! Upto 80% Off,108611,953690,11.39
Sarees To Flaunt| Shop Away,78025,684865,11.39
Shorts & trousers for summer,117407,1032059,11.38
Your Loved Products Now On Sale!,92970,817124,11.38
Flat. Sale. Alert.,109586,962857,11.38
Bestselling polo tees for summer,7520,66096,11.38
The complete 9 to 5 store!,199090,1749996,11.38
150+ Colorful dupattas to mix & match!,202669,1780173,11.38
"{user_first_name}, 1 white shirt, 3 ways to style it!",615732,5411309,11.38
"Hi{user_first_name}, Sarees in All new Botanical prints!",222488,1956218,11.37
200+ Shirts in shades of black & white,135893,1195618,11.37
A Spring wardrobe makeover: Everything below 599 | Free shipping!,64200,564838,11.37
No email,19952431,175441069,11.37
All Pink & Pretty! Shop sarees!,173626,1528209,11.36
"Hi{user_first_name}, 6 types of T-shirts every man needs!",186003,1638029,11.36
💃🏻 Upto 60% off on top brands,88586,779939,11.36
What's hot? Vogue Picks For You,26511,233673,11.35
100+ new sling bags for everyday!,5904,52019,11.35
The Half Price Store - Flat 50% off on everything!,119768,1054954,11.35
Wedding season ready! Sarees upto 80% off,271600,2392506,11.35
"{user_first_name}, 6 types of must-have Footwear!",206520,1820089,11.35
200+ Most loved dresses!,32372,285215,11.35
Casual shoes to step it up! Under 999,2220,19561,11.35
YOU. The first thing we think of every morning❤,775,6831,11.35
THIS outfit screams summer!,2621,23085,11.35
Ready for casual Friday? Shop casual shirts!,236811,2086032,11.35
Glamorous Dinner Look! Picked By Editors,102039,899486,11.34
Holiday Ready ! Printed T-Shirts Under 699!,5455,48115,11.34
Deepika Padukone's Favourites!,103842,916018,11.34
Something Big Is Coming Your Way,92026,811482,11.34
The Sweetest Treats In Red!🎈Enjoy Free Shipping!,156883,1382923,11.34
The Style Fiesta💃9 Bright Outfits To Brighten Your 2018.,40554,357771,11.34
Bring On Saturday's In Style With Summer Favourites,24665,217753,11.33
Things To Get From The MET Gala 2018,26533,234100,11.33
Polka Dot kurtas we're crushing on | Free Shipping,185653,1638313,11.33
Under 499: Bestselling tops & dresses | FREE SHIPPING!,43139,380855,11.33
FLAT PRICE Stores | 27k+ Products On Sale,186000,1642808,11.32
All things hot & trending by Vajor! Upto 50% off | Free shipping!,4044,35719,11.32
Priyanka Chopra Is Major Bridal Goals,86998,768468,11.32
Event of the season!,39423,348261,11.32
Only For Few Hours!,86883,767293,11.32
"{user_first_name}, 1 white shirt, 3 ways to style it!",10738,94870,11.32
Travelling like the stars: Get Celebrity Airport style 🛩.,73123,645894,11.32
WHOA! Clearance Sale! Min 70% Off,28275,249688,11.32
Light & Breezy Kurtas under 499!,154200,1362900,11.31
"We enjoy the little things, like the love you SHARE",911,8052,11.31
"{User_first_name}, Summer tees flat 299!",189867,1679452,11.31
Summer's coolest Polos!,7631,67497,11.31
Polo tees perfect for summer,112904,998277,11.31
"{user_first_name}, 999 Shoe Store handpicked for you!",9374,82849,11.31
💙Blue Is Nothing But A Colour Baby | Get Inspired!,4285,37934,11.3
500+ Bestselling Kurtas at Lowest Prices Ever!,168169,1487653,11.3
Day Wear Dresses! Upto 90% Off,31975,282919,11.3
Hot new kurtas by Nayo! Shop Now!,62234,550726,11.3
Summer-ready Tees @ Buy 2 for 699 | FREE SHIPPING!,200913,1777395,11.3
Sports shoes at lowest prices,157488,1394315,11.3
Top Of The Lot! 🌻,45959,406611,11.3
Shirts for summer! Flat 599!,188252,1666175,11.3
Kurtas you can wear everyday!,177490,1570298,11.3
Hi {user_first_name}!,150526,1333312,11.29
On Popular Demand💄,37685,333650,11.29
#FlashbackFriday: The 90s Are Back! 🎈.,162736,1441079,11.29
Tuesday Alert: Stripes and checks! Shop Now,34377,304451,11.29
Did you hear about the new Komolika: Hina Khan?,835,7401,11.28
Embrace simplicity but with style.,22294,197660,11.28
"{user_first_name}, Style your kurtas like dresses 👗.",273063,2420721,11.28
"Hi {user_first_name}, Buy 2 Get 1 Free!",693647,6147601,11.28
Decode Vidya Balan's ALL BLACK look,5687,50401,11.28
❣️Meet The NEW Must-Haves❣️Shop New Tops Under 499!,31192,276614,11.28
Obsessed With Summer Florals?,46441,411572,11.28
Throwback Thursday Peeps! 🌻 Say it with check stripes & polka dots 🌻.,40991,363487,11.28
This. Is. So. Basic. 🌻 Shop Essentials!,49635,439840,11.28
Who are the HOTTEST teachers of Bollywood?,7624,67658,11.27
Gift Your First Love The BEST!,1750,15531,11.27
Here is your final notice{user_first_name}!,4427,39269,11.27
It's all black & white! Shop tees!,233971,2076103,11.27
You're fabulous and we know it!,6921,61400,11.27
Balam Pichkari | Whites T's + Denim Shorts,25972,230373,11.27
You Asked For It! Upto 70% Off 🎁,83328,739771,11.26
365 days of Denim | Shop Jeans!,7609,67565,11.26
Get.Set.Shop! Kurta sets & Dupattas!,23159,205782,11.25
Blink & you'll miss it | 3 for 999,308008,2737671,11.25
"Hi{user_first_name}, 6 Types of kurtas you need this summer!",249229,2214552,11.25
Your BFF'S are buying checks & stripes!,25232,224302,11.25
Hola! You've got Rs.1000. Yayyy!,16418,145921,11.25
Catch'em while you can ⏰💣,100366,892403,11.25
Breaking News!,31056,276370,11.24
These styles are trending. Try them out.,94415,840094,11.24
